center_rmse,weight_l1,pred_nll,oracle_nll,energy_dist,mode_count_hat,mode_count_acc,sequence,step
1.464539647102356,0.8105127811431885,5.792751312255859,1.310739278793335,1.134228229522705,5.0,0.0,0,1
2.8465468883514404,0.43049025535583496,21.883262634277344,1.3123438358306885,1.0150079727172852,3.0,1.0,0,2
1.4417508840560913,0.4256635904312134,68.43092346191406,1.2673616409301758,1.1862289905548096,3.0,1.0,0,3
0.6282687783241272,0.09715691208839417,41.77955627441406,1.3816194534301758,0.38469409942626953,4.0,0.0,0,4
0.8448470830917358,0.3243364095687866,17.73335838317871,1.1874526739120483,0.6979467868804932,3.0,1.0,0,5
0.4915802478790283,0.10615389049053192,11.823484420776367,1.2983973026275635,0.4629848003387451,4.0,0.0,0,6
2.5903334617614746,0.18049027025699615,16.168563842773438,1.2471145391464233,0.6132915019989014,2.0,0.0,0,7
0.4562884569168091,0.34233027696609497,12.92430305480957,1.1587915420532227,0.23230361938476562,3.0,1.0,0,8
2.486339569091797,0.3018556237220764,7.021779537200928,1.4275857210159302,0.8943896293640137,5.0,0.0,1,1
0.8098924160003662,0.15423013269901276,6.547861576080322,1.3810830116271973,0.6475615501403809,3.0,1.0,1,2
2.8308675289154053,0.6542301177978516,6.413549423217773,1.414473056793213,0.32103824615478516,3.0,1.0,1,3
1.0896683931350708,0.19814439117908478,27.392221450805664,1.4550282955169678,0.33916330337524414,3.0,1.0,1,4
0.7631587386131287,0.40423011779785156,11.32417106628418,1.4855754375457764,0.602708101272583,3.0,1.0,1,5
0.5574449896812439,0.281477689743042,11.1881103515625,1.3460540771484375,0.4628579616546631,3.0,1.0,1,6
0.649409294128418,0.6148110628128052,48.59939956665039,1.4199680089950562,1.6471905708312988,2.0,0.0,1,7
0.8647593259811401,0.17910319566726685,30.001020431518555,1.389754056930542,0.48297548294067383,3.0,1.0,1,8
1.797940969467163,0.5123542547225952,3.4819698333740234,1.43190336227417,2.003180742263794,5.0,0.0,2,1
2.5095527172088623,0.8456876277923584,2.504272699356079,1.534123420715332,0.3573436737060547,3.0,1.0,2,2
2.1242315769195557,0.4043334722518921,12.765481948852539,1.546966552734375,0.13777780532836914,3.0,1.0,2,3
2.2280142307281494,0.5710000991821289,12.17030143737793,1.5427069664001465,1.3599543571472168,2.0,0.0,2,4
0.42090922594070435,0.3086458444595337,4.7115302085876465,1.5173873901367188,0.20863795280456543,3.0,1.0,2,5
2.571056365966797,0.7623542547225952,8.000524520874023,1.4385281801223755,0.3212311267852783,2.0,0.0,2,6
2.4479916095733643,0.9290210008621216,10.265742301940918,1.7012035846710205,0.08950448036193848,2.0,0.0,2,7
2.5328381061553955,0.8210001587867737,2.8625693321228027,1.5245544910430908,0.10517430305480957,3.0,1.0,2,8
1.5407196283340454,0.7317207455635071,3.94919490814209,1.0193822383880615,0.9341802597045898,5.0,0.0,3,1
1.1695741415023804,0.12202076613903046,119.6835708618164,0.8726747632026672,2.223984718322754,2.0,0.0,3,2
2.2780542373657227,0.06505405902862549,43.50169372558594,0.8439071774482727,0.22592556476593018,3.0,1.0,3,3
0.6337029933929443,0.12202076613903046,69.96113586425781,0.8628425002098083,0.7427523136138916,3.0,1.0,3,4
2.6698508262634277,0.6870748996734619,2.954848051071167,1.0134930610656738,0.062494516372680664,3.0,1.0,3,5
0.6153894662857056,0.03868742287158966,3.859102249145508,0.848146915435791,0.08300244808197021,2.0,0.0,3,6
2.203857660293579,0.8720207810401917,9.962675094604492,0.7031489610671997,1.014137625694275,1.0,0.0,3,7
0.5650027394294739,0.10374154895544052,9.461021423339844,0.9689795970916748,0.09306621551513672,3.0,1.0,3,8
